event_name,fighter_red,fighter_blue,result,winner,kd_red,kd_blue,str_red,str_blue,td_red,td_blue,sub_red,sub_blue,weight_class,method,round,time,fight_link
UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta,Ante Delija,win,Waldo Cortes Acosta,1,0,12,16,0,0,0,0,Heavyweight,KO/TKO Punch,1,3:59,http://ufcstats.com/fight-details/9d9390b550d77e06
UFC Fight Night: Garcia vs. Onama,Jeremiah Wells,Themba Gorimbo,win,Jeremiah Wells,0,0,32,18,3,6,3,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b0f68344e01884ff
UFC Fight Night: Garcia vs. Onama,Yadier del Valle,Isaac Dulgarian,win,Yadier del Valle,0,0,1,0,0,0,3,0,Featherweight,SUB Rear Naked Choke,1,3:41,http://ufcstats.com/fight-details/767b78b67c7da17c
UFC Fight Night: Garcia vs. Onama,Charles Radtke,Daniel Frunza,win,Charles Radtke,0,0,31,6,3,0,2,0,Welterweight,SUB Rear Naked Choke,3,4:29,http://ufcstats.com/fight-details/71c8ca7442bcb757
UFC Fight Night: Garcia vs. Onama,Allan Nascimento,Cody Durden,win,Allan Nascimento,0,0,52,57,0,1,1,0,Catch Weight,SUB Anaconda Choke,2,3:13,http://ufcstats.com/fight-details/f41c2c82d5117230
UFC Fight Night: Garcia vs. Onama,Billy Elekana,Kevin Christian,win,Billy Elekana,1,0,17,14,0,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:33,http://ufcstats.com/fight-details/f063bcccbbb9edc5
UFC Fight Night: Garcia vs. Onama,Timmy Cuamba,ChangHo Lee,win,Timmy Cuamba,0,0,23,15,2,3,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/58f6248da3cdf3ce
UFC Fight Night: Garcia vs. Onama,Donte Johnson,Sedriques Dumas,win,Donte Johnson,0,0,10,5,3,1,1,0,Middleweight,SUB Guillotine Choke,2,1:25,http://ufcstats.com/fight-details/c245be6698c1e378
UFC Fight Night: Garcia vs. Onama,Norma Dumont,Ketlen Vieira,win,Norma Dumont,0,0,62,25,0,2,0,1,Women's Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/760150e9951e65fa
UFC Fight Night: Garcia vs. Onama,Alice Ardelean,Montserrat Conejo Ruiz,win,Alice Ardelean,0,0,138,85,1,1,0,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/32927d50acedb507
UFC Fight Night: Garcia vs. Onama,Seokhyeon Ko,Phil Rowe,win,Seokhyeon Ko,0,0,36,4,4,0,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e6031b5937294176
UFC Fight Night: Garcia vs. Onama,Talita Alencar,Ariane Carnelossi,win,Talita Alencar,0,0,60,25,5,0,2,0,Women's Strawweight,SUB Rear Naked Choke,3,4:36,http://ufcstats.com/fight-details/7add5901fac6ab82
UFC 321: Aspinall vs. Gane,Tom Aspinall,Ciryl Gane,nc,,0,0,27,30,0,0,0,0,Heavyweight,CNC,1,4:35,http://ufcstats.com/fight-details/6390c8e74630473e
UFC 321: Aspinall vs. Gane,Mackenzie Dern,Virna Jandiroba,win,Mackenzie Dern,0,0,118,106,2,9,0,0,Women's Strawweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/7d3da3c4153717de
UFC 321: Aspinall vs. Gane,Umar Nurmagomedov,Mario Bautista,win,Umar Nurmagomedov,0,1,32,20,11,0,0,1,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e69f9b4b9cae12a4
UFC 321: Aspinall vs. Gane,Alexander Volkov,Jailton Almeida,win,Alexander Volkov,0,0,24,9,0,7,0,0,Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/b42a3386a7dccb3d
UFC 321: Aspinall vs. Gane,Azamat Murzakanov,Aleksandar Rakic,win,Azamat Murzakanov,1,0,3,9,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:11,http://ufcstats.com/fight-details/ef12d2aaaadaf6d0
UFC 321: Aspinall vs. Gane,Quillan Salkilld,Nasrat Haqparast,win,Quillan Salkilld,1,0,14,10,0,0,0,0,Lightweight,KO/TKO Kick,1,2:30,http://ufcstats.com/fight-details/cb902d73389ed34b
UFC 321: Aspinall vs. Gane,Ikram Aliskerov,JunYong Park,win,Ikram Aliskerov,0,0,91,78,5,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0230a9dd2739add4
UFC 321: Aspinall vs. Gane,Ludovit Klein,Mateusz Rebecki,win,Ludovit Klein,0,0,82,72,0,3,0,0,Lightweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/e9c034cec33b3479
UFC 321: Aspinall vs. Gane,Valter Walker,Louie Sutherland,win,Valter Walker,0,0,5,3,1,0,1,0,Heavyweight,SUB Heel Hook,1,1:24,http://ufcstats.com/fight-details/f2c2a49fed32bd75
UFC 321: Aspinall vs. Gane,Nathaniel Wood,Jose Delgado,win,Nathaniel Wood,1,1,99,134,2,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/bd7394f07247d9ca
UFC 321: Aspinall vs. Gane,Hamdy Abdelwahab,Chris Barnett,win,Hamdy Abdelwahab,0,0,99,18,9,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3fdb4c4b39218cf4
UFC 321: Aspinall vs. Gane,Mitch Raposo,Azat Maksum,win,Mitch Raposo,0,0,30,19,0,7,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/22dd728012944f0a
UFC 321: Aspinall vs. Gane,Mizuki,Jaqueline Amorim,win,Mizuki,1,0,62,26,2,2,0,1,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ef1519c8c1d20977
UFC Fight Night: De Ridder vs. Allen,Brendan Allen,Reinier de Ridder,win,Brendan Allen,0,0,22,9,1,3,1,1,Middleweight,KO/TKO,4,5:00,http://ufcstats.com/fight-details/d61373d9fdf01a12
UFC Fight Night: De Ridder vs. Allen,Mike Malott,Kevin Holland,win,Mike Malott,0,0,49,52,1,1,1,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/cdd565a16975c711
UFC Fight Night: De Ridder vs. Allen,Aiemann Zahabi,Marlon Vera,win,Aiemann Zahabi,0,1,81,56,0,0,0,0,Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/857d274e47aa8c4e
UFC Fight Night: De Ridder vs. Allen,Manon Fiorot,Jasmine Jasudavicius,win,Manon Fiorot,0,0,16,2,0,0,0,0,Women's Flyweight,KO/TKO Punches,1,1:14,http://ufcstats.com/fight-details/c82acd7b17915591
UFC Fight Night: De Ridder vs. Allen,Charles Jourdain,Davey Grant,win,Charles Jourdain,1,0,25,9,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,3:05,http://ufcstats.com/fight-details/a18edcb638ba7e39
UFC Fight Night: De Ridder vs. Allen,Kyle Nelson,Matt Frevola,win,Kyle Nelson,1,0,63,43,2,2,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3af1bdc5a510bba9
UFC Fight Night: De Ridder vs. Allen,Drew Dober,Kyle Prepolec,win,Drew Dober,0,0,83,51,0,0,0,0,Lightweight,KO/TKO Punches,3,1:16,http://ufcstats.com/fight-details/ecdbb3a5216b815e
UFC Fight Night: De Ridder vs. Allen,Aoriqileng,Cody Gibson,win,Aoriqileng,1,0,5,3,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:21,http://ufcstats.com/fight-details/970f083af8368f57
UFC Fight Night: De Ridder vs. Allen,Bruno Silva,HyunSung Park,win,Bruno Silva,1,0,46,31,5,1,1,0,Flyweight,SUB Rear Naked Choke,3,2:15,http://ufcstats.com/fight-details/668a44403a130043
UFC Fight Night: De Ridder vs. Allen,Djorden Santos,Danny Barlow,win,Djorden Santos,0,0,99,93,0,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/096e00355c8c84ac
UFC Fight Night: De Ridder vs. Allen,Stephanie Luciano,Ravena Oliveira,win,Stephanie Luciano,0,0,60,24,3,0,1,0,Women's Strawweight,SUB Rear Naked Choke,3,2:50,http://ufcstats.com/fight-details/8d9458121f0c4b95
UFC Fight Night: De Ridder vs. Allen,Yousri Belgaroui,Azamat Bekoev,win,Yousri Belgaroui,0,0,102,24,1,4,0,0,Middleweight,KO/TKO Punches,3,0:55,http://ufcstats.com/fight-details/87ac0e5face106b4
UFC Fight Night: De Ridder vs. Allen,Melissa Croden,Tainara Lisboa,win,Melissa Croden,1,0,99,42,2,2,0,0,Women's Bantamweight,KO/TKO Punches,3,4:32,http://ufcstats.com/fight-details/dec301fd5e99ca46
UFC Fight Night: Oliveira vs. Gamrot,Charles Oliveira,Mateusz Gamrot,win,Charles Oliveira,0,0,11,18,1,1,1,0,Lightweight,SUB Rear Naked Choke,2,2:48,http://ufcstats.com/fight-details/79865287be90e4be
UFC Fight Night: Oliveira vs. Gamrot,Deiveson Figueiredo,Montel Jackson,win,Deiveson Figueiredo,0,0,23,30,2,1,0,0,Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/f295eb2a7b0ba4b7
UFC Fight Night: Oliveira vs. Gamrot,Joel Alvarez,Vicente Luque,win,Joel Alvarez,0,0,89,30,1,0,1,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/6188b7fb3f8daacc
UFC Fight Night: Oliveira vs. Gamrot,Mario Pinto,Jhonata Diniz,win,Mario Pinto,0,0,29,1,3,0,2,0,Heavyweight,KO/TKO Punches,2,4:10,http://ufcstats.com/fight-details/03377f7bf8a2d5ff
UFC Fight Night: Oliveira vs. Gamrot,Kaan Ofli,Ricardo Ramos,win,Kaan Ofli,0,0,1,1,1,0,1,3,Featherweight,SUB Rear Naked Choke,1,3:02,http://ufcstats.com/fight-details/2aef1a91d26dde42
UFC Fight Night: Oliveira vs. Gamrot,Michael Aswell Jr.,Lucas Almeida,win,Michael Aswell Jr.,2,0,30,9,0,0,0,0,Featherweight,KO/TKO Punches,1,1:42,http://ufcstats.com/fight-details/cff0abc02974fb4a
UFC Fight Night: Oliveira vs. Gamrot,Jafel Filho,Clayton Carpenter,win,Jafel Filho,0,0,5,7,1,0,1,0,Flyweight,SUB Kimura,1,4:42,http://ufcstats.com/fight-details/766b0b26c40525de
UFC Fight Night: Oliveira vs. Gamrot,Vitor Petrino,Thomas Petersen,win,Vitor Petrino,2,0,31,16,1,0,0,0,Heavyweight,KO/TKO Punch,3,0:26,http://ufcstats.com/fight-details/a815dafc89adf33b
UFC Fight Night: Oliveira vs. Gamrot,Bia Mesquita,Irina Alekseeva,win,Bia Mesquita,0,0,36,6,2,0,1,0,Women's Bantamweight,SUB Rear Naked Choke,2,2:14,http://ufcstats.com/fight-details/546f971f9d8e0a33
UFC Fight Night: Oliveira vs. Gamrot,Lucas Rocha,Stewart Nicoll,win,Lucas Rocha,0,0,115,45,3,2,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/434abaea90ccd299
UFC Fight Night: Oliveira vs. Gamrot,Julia Polastri,Karolina Kowalkiewicz,win,Julia Polastri,0,0,137,72,0,1,0,0,Women's Strawweight,KO/TKO Punches,3,2:56,http://ufcstats.com/fight-details/c547b3e95bcc5f24
UFC Fight Night: Oliveira vs. Gamrot,Luan Lacerda,Saimon Oliveira,win,Luan Lacerda,0,0,24,21,3,1,1,0,Bantamweight,SUB Armbar,2,3:55,http://ufcstats.com/fight-details/0f9e7d0d04e24b74
UFC 320: Ankalaev vs. Pereira 2,Alex Pereira,Magomed Ankalaev,win,Alex Pereira,0,0,28,4,0,0,0,0,Light Heavyweight,KO/TKO Elbows,1,1:20,http://ufcstats.com/fight-details/0de1ef0b9f3a79c0
UFC 320: Ankalaev vs. Pereira 2,Merab Dvalishvili,Cory Sandhagen,win,Merab Dvalishvili,0,0,114,80,20,0,0,0,Bantamweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/a8511df8285f5c91
UFC 320: Ankalaev vs. Pereira 2,Jiri Prochazka,Khalil Rountree Jr.,win,Jiri Prochazka,1,0,71,66,0,0,0,0,Light Heavyweight,KO/TKO Punches,3,3:04,http://ufcstats.com/fight-details/2560ea97b2cce4ef
UFC 320: Ankalaev vs. Pereira 2,Youssef Zalal,Josh Emmett,win,Youssef Zalal,0,0,0,0,1,0,1,0,Featherweight,SUB Armbar,1,1:38,http://ufcstats.com/fight-details/84ebd144d5e79c88
UFC 320: Ankalaev vs. Pereira 2,Joe Pyfer,Abus Magomedov,win,Joe Pyfer,1,0,6,11,0,1,2,1,Middleweight,SUB Rear Naked Choke,2,1:46,http://ufcstats.com/fight-details/d006dd2513bd376d
UFC 320: Ankalaev vs. Pereira 2,Ateba Gautier,Treston Vines,win,Ateba Gautier,1,0,6,0,1,0,0,0,Middleweight,KO/TKO Punches,1,1:41,http://ufcstats.com/fight-details/9418ebb3db2a4bae
UFC 320: Ankalaev vs. Pereira 2,Daniel Santos,JooSang Yoo,win,Daniel Santos,1,0,27,31,1,0,0,0,Catch Weight,KO/TKO Punch,2,0:21,http://ufcstats.com/fight-details/7b34aa1eb09b8301
UFC 320: Ankalaev vs. Pereira 2,Jakub Wiklacz,Patchy Mix,win,Jakub Wiklacz,0,0,46,37,0,5,3,0,Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/b09ecdc8ef0f0d20
UFC 320: Ankalaev vs. Pereira 2,Edmen Shahbazyan,Andre Muniz,win,Edmen Shahbazyan,1,0,25,15,0,1,0,0,Middleweight,KO/TKO Elbows,1,4:58,http://ufcstats.com/fight-details/1c7cc3a22ab7d907
UFC 320: Ankalaev vs. Pereira 2,Punahele Soriano,Nikolay Veretennikov,win,Punahele Soriano,0,0,39,9,4,0,1,2,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a951090fb402fd20
UFC 320: Ankalaev vs. Pereira 2,Yana Santos,Macy Chiasson,win,Yana Santos,0,0,65,54,0,2,0,1,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/8353b491afa7bc32
UFC 320: Ankalaev vs. Pereira 2,Farid Basharat,Chris Gutierrez,win,Farid Basharat,0,0,41,31,2,1,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e53fd165a3bc1f8e
UFC 320: Ankalaev vs. Pereira 2,Ramiz Brahimaj,Austin Vanderford,win,Ramiz Brahimaj,0,0,21,5,0,3,2,0,Welterweight,SUB Guillotine Choke,2,2:24,http://ufcstats.com/fight-details/b98bc1ecb94ef4a5
UFC 320: Ankalaev vs. Pereira 2,Veronica Hardy,Brogan Walker,win,Veronica Hardy,1,0,39,22,0,3,1,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/98883348ddb3be33
UFC Fight Night: Ulberg vs. Reyes,Carlos Ulberg,Dominick Reyes,win,Carlos Ulberg,1,0,11,5,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:27,http://ufcstats.com/fight-details/a3ee907c77544cde
UFC Fight Night: Ulberg vs. Reyes,Jimmy Crute,Ivan Erslan,win,Jimmy Crute,0,0,12,10,2,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:19,http://ufcstats.com/fight-details/f5fb8b182020c59d
UFC Fight Night: Ulberg vs. Reyes,Jack Jenkins,Ramon Taveras,win,Jack Jenkins,0,0,65,43,3,0,1,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/38248c5d13f273e6
UFC Fight Night: Ulberg vs. Reyes,Neil Magny,Jake Matthews,win,Neil Magny,0,0,31,18,3,0,1,3,Welterweight,SUB D'Arce Choke,3,3:08,http://ufcstats.com/fight-details/1ff24d5f760e0491
UFC Fight Night: Ulberg vs. Reyes,Tom Nolan,Charlie Campbell,win,Tom Nolan,0,0,26,15,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,4:08,http://ufcstats.com/fight-details/8abad36b4c5e4070
UFC Fight Night: Ulberg vs. Reyes,Navajo Stirling,Rodolfo Bellato,win,Navajo Stirling,0,0,81,43,1,2,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/dc31d3260dea7dcf
UFC Fight Night: Ulberg vs. Reyes,Cam Rowston,Andre Petroski,win,Cam Rowston,1,0,12,7,0,0,0,0,Middleweight,KO/TKO Punches,1,2:41,http://ufcstats.com/fight-details/93a0a19c2c1cfe66
UFC Fight Night: Ulberg vs. Reyes,Jamie Mullarkey,Rolando Bedoya,win,Jamie Mullarkey,0,0,43,46,3,0,0,1,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e2dc4fb7b5c0ce76
UFC Fight Night: Ulberg vs. Reyes,Colby Thicknesse,Josias Musasa,win,Colby Thicknesse,0,0,62,43,2,1,1,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/81127436605d3c88
UFC Fight Night: Ulberg vs. Reyes,Michelle Montague,Luana Carolina,win,Michelle Montague,0,0,41,48,5,0,0,1,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/44cd8c9f622e155f
UFC Fight Night: Ulberg vs. Reyes,Brando Pericic,Elisha Ellison,win,Brando Pericic,0,0,29,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,1:55,http://ufcstats.com/fight-details/140937779a2466a7
UFC Fight Night: Ulberg vs. Reyes,Alexia Thainara,Loma Lookboonmee,win,Alexia Thainara,0,0,44,30,5,0,1,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e35f7504d83b8b07
Noche UFC: Lopes vs. Silva,Diego Lopes,Jean Silva,win,Diego Lopes,1,0,74,43,3,0,0,0,Featherweight,KO/TKO Punches,2,4:48,http://ufcstats.com/fight-details/de1a3734be60e6a1
Noche UFC: Lopes vs. Silva,David Martinez,Rob Font,win,David Martinez,0,0,62,49,0,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/944b929130b23c2a
Noche UFC: Lopes vs. Silva,Rafa Garcia,Jared Gordon,win,Rafa Garcia,1,0,91,65,2,1,2,0,Lightweight,KO/TKO Elbows,3,2:27,http://ufcstats.com/fight-details/7cbfeba85f86d1bf
Noche UFC: Lopes vs. Silva,Kelvin Gastelum,Dustin Stoltzfus,win,Kelvin Gastelum,1,0,57,64,0,1,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/114d2f6fcd3f6f00
Noche UFC: Lopes vs. Silva,Alexander Hernandez,Diego Ferreira,win,Alexander Hernandez,1,0,30,23,0,0,0,0,Lightweight,KO/TKO Punches,2,3:46,http://ufcstats.com/fight-details/202c47db69768356
Noche UFC: Lopes vs. Silva,Santiago Luna,Quang Le,win,Santiago Luna,2,0,15,12,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:48,http://ufcstats.com/fight-details/8a884a7930d75ca9
Noche UFC: Lopes vs. Silva,Dusko Todorovic,Jose Daniel Medina,win,Dusko Todorovic,0,0,16,9,2,0,1,0,Middleweight,SUB Rear Naked Choke,1,4:21,http://ufcstats.com/fight-details/07a378b257aad5a9
Noche UFC: Lopes vs. Silva,Joaquim Silva,Claudio Puelles,win,Joaquim Silva,1,0,25,21,0,4,1,0,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/352839a03b428e74
Noche UFC: Lopes vs. Silva,Tatiana Suarez,Amanda Lemos,win,Tatiana Suarez,0,0,20,23,3,0,0,1,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9474f64347aade7a
Noche UFC: Lopes vs. Silva,Jesus Aguilar,Luis Gurule,win,Jesus Aguilar,0,0,85,65,1,0,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3dc1a6335d890650
Noche UFC: Lopes vs. Silva,Zach Reese,Sedriques Dumas,nc,,0,0,2,3,0,0,0,0,Middleweight,CNC,1,0:51,http://ufcstats.com/fight-details/d822ebc7dbc6c259
Noche UFC: Lopes vs. Silva,Alden Coria,Alessandro Costa,win,Alden Coria,0,0,42,12,2,1,0,2,Flyweight,KO/TKO Punches,3,0:47,http://ufcstats.com/fight-details/a1e193425e716b42
Noche UFC: Lopes vs. Silva,Montse Rendon,Alice Pereira,win,Montse Rendon,0,0,45,37,0,0,1,0,Women's Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/c4a6174b0698652e
Noche UFC: Lopes vs. Silva,Daniil Donchenko,Rodrigo Sezinando,win,Daniil Donchenko,1,0,39,10,1,1,0,0,Welterweight,KO/TKO Punches,1,4:27,http://ufcstats.com/fight-details/3dd2fde7bff79c51
UFC Fight Night: Imavov vs. Borralho,Nassourdine Imavov,Caio Borralho,win,Nassourdine Imavov,0,0,81,66,0,0,0,0,Middleweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/5bcd8abf6da01dae
UFC Fight Night: Imavov vs. Borralho,Benoit Saint Denis,Mauricio Ruffy,win,Benoit Saint Denis,0,0,17,5,3,0,1,0,Lightweight,SUB Rear Naked Choke,2,2:56,http://ufcstats.com/fight-details/d14fea43712707f0
UFC Fight Night: Imavov vs. Borralho,Modestas Bukauskas,Paul Craig,win,Modestas Bukauskas,0,0,22,6,0,0,0,0,Light Heavyweight,KO/TKO Elbow,1,5:00,http://ufcstats.com/fight-details/0149e875b31e57f8
UFC Fight Night: Imavov vs. Borralho,Mason Jones,Bolaji Oki,win,Mason Jones,1,1,57,38,2,0,1,0,Lightweight,KO/TKO Elbows,2,3:18,http://ufcstats.com/fight-details/69b31593175f77ec
UFC Fight Night: Imavov vs. Borralho,Axel Sola,Rhys McKee,win,Axel Sola,1,0,45,33,1,0,0,0,Welterweight,KO/TKO Punch,3,2:02,http://ufcstats.com/fight-details/a47123ae6e048f11
UFC Fight Night: Imavov vs. Borralho,William Gomis,Robert Ruchala,win,William Gomis,0,0,49,34,2,2,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b53031bf4bd0a330
UFC Fight Night: Imavov vs. Borralho,Oumar Sy,Brendson Ribeiro,win,Oumar Sy,0,0,17,5,2,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:42,http://ufcstats.com/fight-details/4080b4310d82b42d
UFC Fight Night: Imavov vs. Borralho,Ante Delija,Marcin Tybura,win,Ante Delija,1,0,13,4,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:03,http://ufcstats.com/fight-details/23dbe713c4294c66
UFC Fight Night: Imavov vs. Borralho,Kaue Fernandes,Harry Hardwick,win,Kaue Fernandes,1,0,24,8,0,0,0,0,Lightweight,KO/TKO Kick,1,3:21,http://ufcstats.com/fight-details/5cd2dd6075fadcce
UFC Fight Night: Imavov vs. Borralho,Sam Patterson,Trey Waters,win,Sam Patterson,0,0,25,18,0,0,0,0,Welterweight,KO/TKO Punches,1,3:01,http://ufcstats.com/fight-details/420211200a35c1d1
UFC Fight Night: Imavov vs. Borralho,Robert Bryczek,Brad Tavares,win,Robert Bryczek,1,0,68,42,1,1,0,0,Middleweight,KO/TKO Punches,3,1:43,http://ufcstats.com/fight-details/b3253e2c2d111030
UFC Fight Night: Imavov vs. Borralho,Rinat Fakhretdinov,Andreas Gustafsson,win,Rinat Fakhretdinov,0,0,23,5,0,0,0,0,Welterweight,KO/TKO Punches,1,0:54,http://ufcstats.com/fight-details/d56a59a4c79cf515
UFC Fight Night: Imavov vs. Borralho,Sam Hughes,Shauna Bannon,win,Sam Hughes,0,0,21,13,2,0,1,0,Women's Strawweight,SUB Rear Naked Choke,2,1:58,http://ufcstats.com/fight-details/a38010639e61885c
UFC Fight Night: Walker vs. Zhang,Johnny Walker,Zhang Mingyang,win,Johnny Walker,1,0,50,20,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:37,http://ufcstats.com/fight-details/2eecf0c36192e40c
UFC Fight Night: Walker vs. Zhang,Aljamain Sterling,Brian Ortega,win,Aljamain Sterling,0,0,124,55,3,0,0,0,Catch Weight,U-DEC,5,5:00,http://ufcstats.com/fight-details/58080e8989927500
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich,Waldo Cortes Acosta,win,Sergei Pavlovich,0,0,61,45,0,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5538d15c4eeac3b3
UFC Fight Night: Walker vs. Zhang,Sumudaerji,Kevin Borjas,win,Sumudaerji,0,0,73,16,0,0,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ce6bd165bef82bd7
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji,Kiefer Crosbie,win,Taiyilake Nueraji,0,0,27,2,1,0,0,0,Welterweight,KO/TKO Elbows,1,3:33,http://ufcstats.com/fight-details/1452c20d964c0a63
UFC Fight Night: Walker vs. Zhang,Gauge Young,Maheshate,win,Gauge Young,0,0,112,66,3,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0b1460c666e66d39
UFC Fight Night: Walker vs. Zhang,Charles Johnson,Lone'er Kavanagh,win,Charles Johnson,1,0,44,59,1,1,0,1,Flyweight,KO/TKO Punch,2,4:35,http://ufcstats.com/fight-details/1ab1ed99a4bc5494
UFC Fight Night: Walker vs. Zhang,Rongzhu,Austin Hubbard,win,Rongzhu,0,0,101,75,0,2,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f55749e32ce5c6f3
UFC Fight Night: Walker vs. Zhang,Kyle Daukaus,Michel Pereira,win,Kyle Daukaus,1,0,5,2,0,0,0,0,Middleweight,KO/TKO Elbows,1,0:43,http://ufcstats.com/fight-details/130e622d4d2aee3e
UFC Fight Night: Walker vs. Zhang,Yizha,Westin Wilson,win,Yizha,2,0,13,0,0,0,0,0,Featherweight,KO/TKO Punches,1,0:37,http://ufcstats.com/fight-details/f0b7caa90faf47e5
UFC Fight Night: Walker vs. Zhang,SuYoung You,Xiao Long,win,SuYoung You,0,0,58,68,0,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2f6065fe0804d1d8
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev,Diyar Nurgozhay,win,Uran Satybaldiev,1,0,2,7,0,1,2,0,Light Heavyweight,SUB Ezekiel Choke,1,2:45,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7
UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev,Dricus Du Plessis,win,Khamzat Chimaev,0,0,37,13,12,1,0,1,Middleweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/12cedec11b37ddc0
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy,Aaron Pico,win,Lerone Murphy,1,0,8,13,0,2,1,0,Featherweight,KO/TKO Spinning Back Elbow,1,3:21,http://ufcstats.com/fight-details/9fa6a029f7f8241c
UFC 319: Du Plessis vs. Chimaev,Carlos Prates,Geoff Neal,win,Carlos Prates,1,0,32,25,0,0,0,0,Welterweight,KO/TKO Spinning Back Elbow,1,4:59,http://ufcstats.com/fight-details/42585ce706c086de
UFC 319: Du Plessis vs. Chimaev,Michael Page,Jared Cannonier,win,Michael Page,0,0,29,20,0,2,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9939d7073462e07e
UFC 319: Du Plessis vs. Chimaev,Tim Elliott,Kai Asakura,win,Tim Elliott,0,0,27,21,2,0,2,0,Flyweight,SUB Guillotine Choke,2,4:39,http://ufcstats.com/fight-details/82338ba457fbe87f
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev,Eric Nolan,win,Baisangur Susurkaev,0,0,36,22,2,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:01,http://ufcstats.com/fight-details/5efd13a12be06706
